nome,cpf,idade,data,endereco,bairro,estado
Sara Alves,183.***.*** - 73,-1.0,2014-10-21,"estação monteiro, 52
heliopolis
50440085 nunes do norte / al",heliopolis,AL
,624.***.*** - 52,0.0,2008-06-06,"chácara barbosa, 7
maria virgínia
20842-113 pinto / ap",maria virgínia,AP
Stephany Cardoso,896.***.*** - 10,0.0,2014-06-03,Desconhecido,vila da amizade,AC
Brenda Moura,938.***.*** - 70,0.0,2012-04-13,"condomínio ravi lucca lima, 36
petropolis
26302507 montenegro / rr",petropolis,RR
Luara Fernandes,638.***.*** - 00,0.0,2008-01-27,"condomínio de guerra, 15
maria helena
74644-445 vargas de campos / go",maria helena,GO
Aurora Rodrigues,290.***.*** - 21,0.0,2012-07-13,"estação cassiano, 46
vila paraíso
02559564 sá grande / al",vila paraíso,AL
Yan Cirino,749.***.*** - 46,0.0,2018-08-24,"colônia de mendes, 6
vila primeiro de maio
75474625 caldeira / go",vila primeiro de maio,GO
Gael Pastor,106.***.*** - 13,-1.0,2014-10-22,Endereço inválido,Desconhecido,Desconhecido
,243.***.*** - 88,0.0,,Desconhecido,jardim dos comerciarios,RR
Pietro Nogueira,597.***.*** - 10,0.0,2014-04-12,"praia francisco duarte, 22
vila aeroporto
64845-174 freitas / es",vila aeroporto,ES
Luigi Campos,368.***.*** - 28,0.0,2013-08-12,Desconhecido,vila independencia 3ª seção,AL
Ana Vitória Pereira,597.***.*** - 00,0.0,2007-08-30,"rua de da luz, 52
jardim são josé
93073876 sampaio do campo / ce",jardim são josé,CE
Beatriz Rezende,341.***.*** - 73,0.0,2015-07-09,"sítio de gomes
serra do curral
49716136 ribeiro / sp",serra do curral,SP
Sr. Igor Da Mota,120.***.*** - 06,0.0,2019-07-07,"parque gomes, 3
são tomaz
82610508 nunes / sc",são tomaz,SC
Asafe Rios,192.***.*** - 88,0.0,,Endereço inválido,Desconhecido,Desconhecido
Dr. Lorenzo Castro,043.***.*** - 60,0.0,2011-02-25,"área anthony cardoso, 23
madri
34771425 caldeira das pedras / pr",madri,PR
Valentina Cunha,367.***.*** - 22,-1.0,2005-09-29,"avenida duarte, 13
jardim montanhês
11735-505 campos / ap",jardim montanhês,AP
Eloá Cavalcanti,532.***.*** - 62,0.0,2016-04-20,"praia melina dias, 30
vila santa monica 2ª seção
17588396 peixoto / pr",vila santa monica 2ª seção,PR
Joana Barbosa,538.***.*** - 00,-1.0,2017-12-07,"viela mariane moura, 81
goiania
92589-439 das neves de pimenta / ap",goiania,AP
Eduardo Correia,485.***.*** - 48,0.0,2015-01-03,"esplanada lima, 7
são joão
64430819 cardoso da mata / ac",são joão,AC
Carolina Da Mota,175.***.*** - 09,0.0,2018-06-15,"setor rocha
solar do barreiro
43904-458 souza / mg",solar do barreiro,MG
Isadora Souza,958.***.*** - 93,0.0,2019-01-14,"lagoa de camargo, 83
nova gameleira
15245190 ramos / pr",nova gameleira,PR
Bernardo Pimenta,918.***.*** - 22,0.0,2015-05-25,"viaduto vinicius das neves, 71
mantiqueira
63979-461 da mota / pb",mantiqueira,PB
Kevin Sá,281.***.*** - 53,0.0,2016-03-19,"quadra isabel lopes, 7
vila novo são lucas
55696-958 da luz / pa",vila novo são lucas,PA
Maria Luiza Da Paz,564.***.*** - 67,-1.0,2009-09-23,"conjunto de gomes, 68
são tomaz
93898-770 jesus do campo / ac",são tomaz,AC
Mariah Castro,286.***.*** - 86,-1.0,2013-10-29,"lago leão, 36
acaiaca
67870-666 borges / rj",acaiaca,RJ
,078.***.*** - 74,-1.0,2007-12-24,Endereço inválido,Desconhecido,Desconhecido
,053.***.*** - 10,0.0,2016-10-01,"morro dias, 632
vista alegre
57491803 novais da mata / rj",vista alegre,RJ
Natália Viana,014.***.*** - 97,0.0,2011-05-27,Desconhecido,alto caiçaras,MA
Rafael Albuquerque,916.***.*** - 95,0.0,2013-05-03,"rua de da rosa, 96
califórnia
76137850 nogueira de cardoso / rr",califórnia,RR
Srta. Raquel Sá,920.***.*** - 79,-1.0,2012-10-21,"condomínio de macedo, 66
caiçaras
23624-512 guerra de goiás / ac",caiçaras,AC
Samuel Nogueira,406.***.*** - 44,-1.0,2012-10-18,"via jesus
santa monica
63524310 da cunha de albuquerque / pa",santa monica,PA
Nicole Da Rocha,103.***.*** - 52,0.0,2013-06-21,"trevo jesus, 12
carlos prates
22119-667 moura / ro",carlos prates,RO
Asafe Pastor,957.***.*** - 93,-1.0,2018-11-23,"jardim azevedo, 966
monsenhor messias
56852140 viana / es",monsenhor messias,ES
Benício Gonçalves,238.***.*** - 17,0.0,2005-02-06,"favela mariane da rosa, 26
maria tereza
94456546 ribeiro / mg",maria tereza,MG
Marcela Dias,195.***.*** - 49,0.0,2008-04-05,"rua de campos, 835
primeiro de maio
05821995 costela / es",primeiro de maio,ES
Dra. Jade Siqueira,581.***.*** - 17,0.0,2008-03-27,"colônia macedo, 13
xangri-lá
63592793 ribeiro / rn",xangri-lá,RN
Sofia Mendes,870.***.*** - 07,0.0,2008-05-05,"setor de fogaça, 87
virgínia
43185790 ramos / to",virgínia,TO
Sr. Isaac Moreira,842.***.*** - 51,0.0,2012-02-23,"ladeira rhavi martins, 6
jardim américa
74631067 barros / ba",jardim américa,BA
Arthur Miguel Alves,536.***.*** - 10,0.0,2016-01-09,"via théo pastor, 74
minas brasil
97405843 carvalho do oeste / rj",minas brasil,RJ
Dr. Joaquim Novais,613.***.*** - 66,-1.0,2016-11-24,Endereço inválido,Desconhecido,Desconhecido
Caleb Da Conceição,360.***.*** - 44,0.0,2017-01-03,"distrito araújo, 15
parque são josé
25168592 moura alegre / rr",parque são josé,RR
Hellena Costela,315.***.*** - 02,0.0,2007-08-17,Desconhecido,vila inestan,RS
Ana Vitória Rodrigues,291.***.*** - 00,0.0,2007-03-16,"praia da mata, 38
nova gameleira
80116-869 cassiano / to",nova gameleira,TO
Srta. Hellena Peixoto,259.***.*** - 15,0.0,2011-05-05,Endereço inválido,Desconhecido,Desconhecido
Dr. Apollo Araújo,583.***.*** - 53,-1.0,2015-10-14,Desconhecido,cabana do pai tomás,PB
Diogo Cunha,329.***.*** - 29,0.0,2008-07-19,"recanto luiz miguel pires, 59
estoril
85388896 vieira / pi",estoril,PI
Rebeca Leão,301.***.*** - 50,0.0,2016-05-11,"trevo melissa gomes
são benedito
83294646 santos / ap",são benedito,AP
Theodoro Da Cunha,068.***.*** - 39,0.0,2008-04-07,"trecho de porto, 4
andiroba
22025590 fernandes do sul / ro",andiroba,RO
Srta. Melina Cavalcante,485.***.*** - 33,0.0,,Desconhecido,vila ipiranga,DF
Isaac Rezende,819.***.*** - 19,0.0,2017-03-23,"colônia aparecida, 86
salgado filho
50371058 guerra de farias / pr",salgado filho,PR
Arthur Miguel Sales,749.***.*** - 79,0.0,2011-04-26,"avenida melo, 87
andiroba
66220767 albuquerque da praia / pi",andiroba,PI
Enzo Almeida,501.***.*** - 34,0.0,2006-06-09,Endereço inválido,Desconhecido,Desconhecido
Dra. Ana Laura Da Rocha,308.***.*** - 56,-1.0,2004-10-18,"vale de cirino, 5
jardinópolis
39389740 almeida de minas / ac",jardinópolis,AC
Marcela Nogueira,714.***.*** - 85,0.0,2013-07-22,"conjunto ryan freitas, 10
manacas
19364-523 carvalho / df",manacas,DF
Léo Cavalcante,514.***.*** - 76,-1.0,2005-09-08,"vila almeida, 93
ademar maldonado
56267-837 sampaio / ce",ademar maldonado,CE
Mathias Novaes,871.***.*** - 01,0.0,2006-02-28,Endereço inválido,Desconhecido,Desconhecido
Yuri Azevedo,496.***.*** - 70,0.0,2016-08-03,"lagoa bárbara nogueira, 31
ventosa
40667-111 cavalcante / rr",ventosa,RR
Dr. Eduardo Azevedo,605.***.*** - 44,-1.0,2011-10-21,"conjunto gomes
fernão dias
99071-044 alves / rs",fernão dias,RS
Mariane Lopes,175.***.*** - 17,0.0,,"colônia de sampaio, 5
savassi
91200-807 freitas do galho / ap",savassi,AP
Isabel Rios,014.***.*** - 43,0.0,2010-02-03,"esplanada isaac freitas, 42
graça
23727-459 lima de albuquerque / pr",graça,PR
Ravi Lucca Ferreira,968.***.*** - 98,0.0,2006-10-05,"condomínio porto, 6
teixeira dias
50586965 farias do amparo / pb",teixeira dias,PB
Maria Liz Novais,438.***.*** - 05,0.0,2019-04-13,"condomínio dias
alto barroca
93076293 campos / am",alto barroca,AM
Daniela Martins,621.***.*** - 34,0.0,,"passarela pimenta, 57
lajedo
99417343 vasconcelos de nogueira / rs",lajedo,RS
Rodrigo Pires,615.***.*** - 37,0.0,2006-11-04,"núcleo nicole porto, 99
madre gertrudes
36492-236 da cunha / pe",madre gertrudes,PE
Maria Flor Mendes,561.***.*** - 06,0.0,2008-08-24,"avenida mendonça, 54
ambrosina
50072693 araújo dos dourados / pr",ambrosina,PR
Kaique Da Mota,693.***.*** - 47,-1.0,2008-12-31,Desconhecido,vila nova dos milionarios,RS
Srta. Fernanda Nunes,891.***.*** - 70,0.0,2015-02-13,Desconhecido,jardim são josé,AM
Ana Liz Araújo,643.***.*** - 75,0.0,2017-01-13,Desconhecido,marieta 1ª seção,AL
,170.***.*** - 02,0.0,2017-03-30,Desconhecido,vila vista alegre,RR
Vicente Azevedo,746.***.*** - 46,-1.0,2004-11-16,"rua correia, 79
vera cruz
40371-970 ribeiro / mg",vera cruz,MG
Ana Laura Cirino,518.***.*** - 42,0.0,2015-02-24,"rua novaes, 79
comiteco
19677681 pacheco / rj",comiteco,RJ
Dr. Davi Lucas Das Neves,921.***.*** - 50,0.0,2019-02-17,Endereço inválido,Desconhecido,Desconhecido
Kevin Ramos,041.***.*** - 79,0.0,2012-05-12,"sítio rios, 301
tirol
18417-403 pacheco / ma",tirol,MA
,895.***.*** - 60,0.0,2019-01-21,Desconhecido,conjunto minas caixa,MA
Daniela Sousa,074.***.*** - 92,0.0,2013-05-24,"rodovia de ferreira, 77
dom bosco
30360-539 cardoso de pinto / rr",dom bosco,RR
Agatha Castro,561.***.*** - 42,0.0,2011-02-08,"colônia de souza, 864
aeroporto
10827574 da rocha / ma",aeroporto,MA
Thiago Montenegro,792.***.*** - 56,-1.0,2015-09-29,"distrito leão, 675
novo aarão reis
01593-107 cavalcanti do norte / go",novo aarão reis,GO
Josué Fonseca,273.***.*** - 99,0.0,2009-01-28,"vereda rocha, 76
mala e cuia
52741621 araújo dos dourados / ma",mala e cuia,MA
Sr. João Pedro Pimenta,724.***.*** - 16,0.0,2018-05-30,"recanto de teixeira
jardinópolis
69214-581 cassiano / rs",jardinópolis,RS
Kevin Das Neves,628.***.*** - 51,0.0,2011-05-16,Endereço inválido,Desconhecido,Desconhecido
Maysa Rezende,378.***.*** - 00,0.0,2017-03-07,Desconhecido,petropolis,SE
Jade Sá,786.***.*** - 08,-1.0,2009-12-26,"área porto, 332
são marcos
78479994 pires / es",são marcos,ES
,593.***.*** - 09,-1.0,2014-09-17,"fazenda fernanda freitas, 508
delta
61282447 melo da serra / se",delta,SE
Sra. Catarina Araújo,682.***.*** - 44,0.0,2017-07-29,"colônia moura, 699
vila nova
68788755 freitas do norte / am",vila nova,AM
Cecília Araújo,728.***.*** - 58,0.0,2008-05-26,"jardim vitória vieira, 85
são bento
08568636 barros do campo / sc",são bento,SC
Dr. Calebe Fernandes,821.***.*** - 15,-1.0,2010-10-14,"viela de porto, 38
dona clara
24392-617 leão alegre / to",dona clara,TO
Gabriela Barbosa,401.***.*** - 35,0.0,2013-01-11,"fazenda de moreira, 92
álvaro camargos
35968531 almeida / mt",álvaro camargos,MT
Antônio Da Cunha,253.***.*** - 60,0.0,,"lago pacheco, 339
maria tereza
78742-964 sales / rs",maria tereza,RS
Pietra Das Neves,360.***.*** - 24,0.0,,Endereço inválido,Desconhecido,Desconhecido
,815.***.*** - 40,0.0,2014-05-03,"vila de silveira, 14
glória
14136938 caldeira / pr",glória,PR
Yan Azevedo,973.***.*** - 03,0.0,2011-08-23,"colônia monteiro, 47
vila tirol
92663-514 pereira da mata / to",vila tirol,TO
Hadassa Santos,139.***.*** - 46,0.0,2009-02-28,"aeroporto sousa, 655
frei leopoldo
94767-286 carvalho / to",frei leopoldo,TO
,452.***.*** - 85,0.0,2005-09-06,"alameda castro, 2
milionario
77827-913 peixoto / df",milionario,DF
Henry Gabriel Campos,240.***.*** - 35,0.0,2010-01-02,"sítio de viana, 8
mantiqueira
88022-042 gonçalves grande / sc",mantiqueira,SC
Vinícius Campos,736.***.*** - 78,0.0,2011-06-18,Endereço inválido,Desconhecido,Desconhecido
Thales Andrade,865.***.*** - 38,0.0,2012-03-18,"vila de marques, 199
novo tupi
72041-498 albuquerque de goiás / ma",novo tupi,MA
João Lucas Sampaio,851.***.*** - 95,0.0,2013-08-06,Desconhecido,vila jardim montanhes,GO
,176.***.*** - 43,0.0,2007-02-27,Endereço inválido,Desconhecido,Desconhecido
Dr. Lorenzo Viana,179.***.*** - 40,0.0,2009-01-15,Endereço inválido,Desconhecido,Desconhecido
Kamilly Fonseca,490.***.*** - 16,0.0,2006-04-30,"setor de costela, 79
conjunto lagoa
87728-567 nunes das flores / rr",conjunto lagoa,RR
Gustavo Henrique Lopes,968.***.*** - 76,0.0,2008-08-31,"distrito noah sales, 622
dom bosco
44101-518 vasconcelos do galho / go",dom bosco,GO
Milena Fonseca,078.***.*** - 35,0.0,,Desconhecido,conjunto santa maria,RR
Agatha Melo,039.***.*** - 23,0.0,2006-03-18,Desconhecido,vila jardim montanhes,TO
Rodrigo Cavalcante,342.***.*** - 97,0.0,2011-07-16,"ladeira fernandes
mala e cuia
92299577 campos do sul / ac",mala e cuia,AC
Pedro Moreira,643.***.*** - 96,0.0,2009-06-11,Desconhecido,engenho nogueira,SE
Alana Silveira,658.***.*** - 02,0.0,2011-08-08,"travessa de macedo, 6
acaba mundo
33026704 brito / pa",acaba mundo,PA
Henrique Da Costa,708.***.*** - 50,0.0,2011-06-30,"condomínio moura
piraja
23968016 cardoso / rj",piraja,RJ
Pietro Cavalcanti,940.***.*** - 00,-1.0,2004-12-10,Desconhecido,são jorge 1ª seção,MT
Antônio Alves,840.***.*** - 11,0.0,2008-08-24,"trevo peixoto
pompéia
73508649 costela de mendonça / mt",pompéia,MT
Gustavo Henrique Vargas,376.***.*** - 83,-1.0,2013-10-07,"avenida de albuquerque, 99
vila pinho
24306279 da rosa das pedras / mt",vila pinho,MT
Maria Luiza Pinto,301.***.*** - 66,-1.0,2009-11-29,"recanto de silveira, 98
granja werneck
67426-394 jesus / ma",granja werneck,MA
Natália Andrade,671.***.*** - 22,0.0,2005-05-08,"passarela lucas gabriel cavalcanti, 27
custodinha
94927759 novais / am",custodinha,AM
Mirella Rezende,964.***.*** - 49,0.0,2019-07-27,"fazenda de aparecida, 536
alto das antenas
79362761 da rocha / pe",alto das antenas,PE
Sr. Nicolas Da Cunha,479.***.*** - 50,0.0,2013-11-03,"rua de da costa, 222
diamante
68838-386 jesus do amparo / al",diamante,AL
Sr. Vitor Freitas,169.***.*** - 76,0.0,2015-01-13,"setor de siqueira, 48
guaratã
58184-200 novais / go",guaratã,GO
Luan Jesus,304.***.*** - 23,0.0,2016-09-06,"via melo, 91
vila são gabriel
54793230 barbosa de lopes / mg",vila são gabriel,MG
Rhavi Novaes,743.***.*** - 43,-1.0,2018-11-24,"sítio liam costa
vila são francisco
56995206 cunha / df",vila são francisco,DF
Bruna Abreu,875.***.*** - 17,-1.0,2017-12-21,"viaduto de da cruz
planalto
26279-880 almeida de machado / rs",planalto,RS
Luiz Fernando Campos,392.***.*** - 87,0.0,,"praia cassiano, 89
são gabriel
93513-495 cavalcante / to",são gabriel,TO
Caroline Pastor,829.***.*** - 04,0.0,2015-03-28,"campo dias
vila real 1ª seção
47973-213 peixoto verde / mt",vila real 1ª seção,MT
Otávio Pastor,790.***.*** - 58,0.0,2019-06-22,Desconhecido,conjunto são francisco de assis,SP
Aylla Martins,154.***.*** - 67,-1.0,2012-09-14,"residencial mariana das neves, 6
parque são josé
68892-763 abreu / rj",parque são josé,RJ
Kevin Nunes,260.***.*** - 35,0.0,2007-03-11,"viaduto martins, 3
vila califórnia
60349309 borges / am",vila califórnia,AM
Sra. Maria Alice Da Conceição,260.***.*** - 31,0.0,2013-09-04,"trevo teixeira, 3
ademar maldonado
51875367 freitas do galho / ba",ademar maldonado,BA
,079.***.*** - 14,-1.0,2016-10-18,"recanto aragão, 2
vila calafate
44697722 andrade das pedras / rs",vila calafate,RS
Dra. Sophie Caldeira,796.***.*** - 61,0.0,2017-04-11,"praça barbosa, 3
mariano de abreu
89178-122 monteiro do norte / se",mariano de abreu,SE
Luara Pereira,376.***.*** - 25,0.0,2016-07-06,"jardim arthur gabriel fogaça
jaraguá
74164-674 souza / to",jaraguá,TO
Fernando Jesus,986.***.*** - 11,-1.0,2006-10-11,"largo lívia pires, 974
conjunto capitão eduardo
95142415 monteiro / ap",conjunto capitão eduardo,AP
Oliver Brito,013.***.*** - 03,0.0,,"avenida camargo, 7
vila betânia
07394982 duarte do galho / se",vila betânia,SE
,630.***.*** - 80,-1.0,2015-10-07,"aeroporto nascimento, 59
castanheira
97306046 pires / rj",castanheira,RJ
Carolina Almeida,674.***.*** - 37,0.0,2016-02-06,Desconhecido,vila nova gameleira 2ª seção,AP
,291.***.*** - 59,0.0,,"viaduto paulo pinto, 652
serra verde
37371292 mendonça / pi",serra verde,PI
Valentim Moreira,849.***.*** - 24,0.0,2014-02-02,"viaduto dias, 62
outro
52251671 rocha da serra / rn",outro,RN
,536.***.*** - 05,0.0,,Desconhecido,morro dos macacos,PA
Danilo Monteiro,856.***.*** - 77,0.0,2006-06-01,"alameda benicio campos, 47
comiteco
78114-399 machado do oeste / sp",comiteco,SP
Ravy Lima,653.***.*** - 80,0.0,2008-08-05,"loteamento jesus, 217
vila jardim são josé
34534749 ferreira / to",vila jardim são josé,TO
Ian Dias,829.***.*** - 46,0.0,2006-04-21,"setor porto, 699
dona clara
65616317 cardoso do campo / pb",dona clara,PB
Bryan Vargas,617.***.*** - 03,-1.0,2005-11-07,Endereço inválido,Desconhecido,Desconhecido
Dra. Manuela Carvalho,568.***.*** - 73,-1.0,2012-10-21,"favela de câmara, 28
pindorama
95663496 viana / pe",pindorama,PE
Henry Gabriel Da Conceição,057.***.*** - 71,-1.0,2011-11-09,Desconhecido,estrela,AP
Luiz Fernando Campos,683.***.*** - 78,-1.0,2015-12-08,"parque de sousa, 98
nova granada
67857470 da cunha / se",nova granada,SE
Heitor Correia,462.***.*** - 05,-1.0,2011-10-18,Desconhecido,flavio marques lisboa,ES
Luiz Fernando Azevedo,861.***.*** - 13,0.0,2011-05-15,"viaduto antony leão, 7
túnel de ibirité
68030398 marques do oeste / ba",túnel de ibirité,BA
Gael Henrique Guerra,683.***.*** - 00,0.0,2013-05-24,"vale de gonçalves
zilah sposito
59947-224 costela / ce",zilah sposito,CE
Ana Carolina Aragão,851.***.*** - 01,0.0,2008-02-03,"estrada sales, 6
santa margarida
02061677 da cunha das flores / pi",santa margarida,PI
Davi Lucca Marques,034.***.*** - 32,0.0,,"campo garcia, 31
gameleira
60963-139 moraes de goiás / df",gameleira,DF
,138.***.*** - 02,-1.0,2004-10-31,"trevo luiza sales, 2
frei leopoldo
30577145 gomes / rn",frei leopoldo,RN
Kamilly Albuquerque,172.***.*** - 71,0.0,2006-08-18,"vila da mata, 2
marmiteiros
97008703 vieira / pa",marmiteiros,PA
Gael Moraes,965.***.*** - 06,0.0,2016-05-06,"condomínio dante pimenta, 488
universo
30469-287 leão das pedras / ba",universo,BA
Stella Macedo,691.***.*** - 13,-1.0,2010-10-15,"vila de almeida, 5
alto barroca
51266-081 porto / rs",alto barroca,RS
Apollo Rezende,032.***.*** - 10,0.0,2018-07-23,"rua moura, 22
bela vitoria
33693-817 andrade de borges / al",bela vitoria,AL
Sr. Antony Da Cruz,204.***.*** - 98,0.0,2005-04-02,"aeroporto francisco viana, 87
marmiteiros
85263-049 das neves / se",marmiteiros,SE
Dra. Gabriela Barbosa,219.***.*** - 12,0.0,2010-01-29,"recanto rodrigues, 972
serra
78277-054 cardoso / rr",serra,RR
Amanda Novais,195.***.*** - 20,0.0,2008-08-02,Desconhecido,antonio ribeiro de abreu 1ª seção,PB
Srta. Rebeca Freitas,629.***.*** - 80,-1.0,2007-09-29,"parque ana carolina castro
ambrosina
09788148 vieira / pi",ambrosina,PI
Dra. Isadora Jesus,265.***.*** - 12,0.0,2017-06-26,"vereda de almeida, 57
jardinópolis
04608024 siqueira paulista / ap",jardinópolis,AP
Yan Moura,932.***.*** - 29,0.0,2011-05-29,Endereço inválido,Desconhecido,Desconhecido
Dr. Luigi Camargo,416.***.*** - 22,-1.0,2011-12-21,"viela freitas, 1
coqueiros
26303681 monteiro das pedras / pe",coqueiros,PE
,219.***.*** - 28,0.0,2008-11-04,Endereço inválido,Desconhecido,Desconhecido
Pietro Campos,784.***.*** - 50,0.0,2018-05-01,"jardim aparecida
mangueiras
54950-498 melo da serra / to",mangueiras,TO
Bella Brito,826.***.*** - 13,0.0,,"praça theodoro costela, 771
flavio de oliveira
63407-173 cirino / ma",flavio de oliveira,MA
Luna Viana,751.***.*** - 10,0.0,2008-05-18,"viela camargo, 99
universitário
53505126 moura / to",universitário,TO
Asafe Fonseca,143.***.*** - 97,0.0,2009-03-28,"largo de nunes, 20
vila ecológica
73912756 nascimento de da mota / ce",vila ecológica,CE
Nathan Cavalcante,723.***.*** - 62,0.0,2008-04-23,"feira luigi freitas, 93
pongelupe
19007-139 da conceição / sp",pongelupe,SP
Srta. Ana Júlia Siqueira,962.***.*** - 80,0.0,2013-05-04,"travessa de da luz, 61
vila são paulo
90100-566 costa / pi",vila são paulo,PI
Emanuel Pinto,412.***.*** - 53,0.0,,"sítio de teixeira, 77
colégio batista
32636235 novais / al",colégio batista,AL
Ana Das Neves,624.***.*** - 74,0.0,2014-05-03,Desconhecido,vila santa monica 2ª seção,MG
Joana Da Mota,134.***.*** - 84,0.0,2012-06-16,Desconhecido,monte são josé,RR
Eduarda Duarte,572.***.*** - 03,0.0,2019-02-22,Desconhecido,santo antônio,ES
Bernardo Santos,835.***.*** - 60,0.0,2019-01-29,Endereço inválido,Desconhecido,Desconhecido
Pedro Miguel Novaes,381.***.*** - 48,0.0,2008-07-31,Endereço inválido,Desconhecido,Desconhecido
,162.***.*** - 60,0.0,2016-07-14,"lago de sá, 795
túnel de ibirité
93441-562 nunes / rs",túnel de ibirité,RS
Maysa Monteiro,629.***.*** - 89,-1.0,2005-09-21,"ladeira de vargas, 299
glória
85325-279 da mata / ms",glória,MS
,540.***.*** - 42,0.0,2017-01-23,Desconhecido,atila de paiva,GO
Maria Eduarda Silveira,360.***.*** - 12,-1.0,2015-09-21,Desconhecido,vila santa monica 2ª seção,SE
Luan Cunha,312.***.*** - 95,0.0,2019-03-29,"morro de lopes, 57
bonfim
58004913 pacheco / rs",bonfim,RS
Erick Fernandes,018.***.*** - 94,0.0,2010-01-13,"feira de lima, 7
caiçaras
87881199 da rosa / pe",caiçaras,PE
Ian Montenegro,061.***.*** - 06,0.0,2008-03-22,"lagoa de nogueira, 88
indaiá
29120524 martins / se",indaiá,SE
Sr. Yago Martins,093.***.*** - 20,0.0,2011-04-24,"trevo fernandes, 4
silveira
39804411 sá da serra / mt",silveira,MT
,830.***.*** - 92,0.0,2014-05-03,"chácara de montenegro
corumbiara
35316893 aparecida / ac",corumbiara,AC
Breno Lopes,639.***.*** - 20,0.0,2007-12-06,"via ravy moraes
camponesa 1ª seção
58510506 das neves / to",camponesa 1ª seção,TO
Emanuel Viana,290.***.*** - 22,0.0,2019-02-11,"trecho moreira, 92
são joão
16648215 rezende de vasconcelos / ac",são joão,AC
Liam Campos,537.***.*** - 06,0.0,2009-02-09,"recanto machado, 1
manacas
64522085 nascimento paulista / se",manacas,SE
Maria Eduarda Caldeira,093.***.*** - 24,-1.0,2014-10-25,"travessa de da cruz, 96
piraja
50872361 ramos do amparo / mt",piraja,MT
Leandro Rezende,397.***.*** - 87,0.0,2013-07-30,Desconhecido,jardinópolis,SC
Mariah Porto,923.***.*** - 10,-1.0,2005-11-19,"praia mendonça
estrela
26763-552 melo / rs",estrela,RS
Mariah Cavalcanti,912.***.*** - 69,-1.0,2008-09-25,Desconhecido,joão paulo ii,BA
Luiz Henrique Azevedo,931.***.*** - 91,0.0,2015-06-04,"condomínio de viana, 225
diamante
42165-699 da luz / es",diamante,ES
Matteo Viana,829.***.*** - 04,0.0,2010-08-29,Desconhecido,vila das oliveiras,MT
,379.***.*** - 14,-1.0,2011-10-13,"chácara caldeira, 3
granja werneck
83429514 cardoso / ms",granja werneck,MS
Dr. Thomas Araújo,287.***.*** - 02,0.0,2010-07-23,Desconhecido,santo agostinho,CE
Manuela Pastor,953.***.*** - 00,-1.0,2014-09-12,"vila mariane ramos, 94
novo são lucas
09897885 nogueira do galho / mg",novo são lucas,MG
Bruna Brito,548.***.*** - 38,0.0,2007-05-18,"sítio de da cruz
boa vista
15982717 silva do sul / pi",boa vista,PI
Nicolas Sá,859.***.*** - 83,0.0,2016-02-10,"praça de nogueira, 564
concórdia
05169699 aragão de das neves / go",concórdia,GO
Lavínia Costa,287.***.*** - 64,0.0,2011-03-10,"trecho ayla pastor, 807
belmonte
95616-379 macedo da mata / sp",belmonte,SP
,950.***.*** - 03,0.0,2005-05-22,Desconhecido,coração eucarístico,PI
Gustavo Henrique Jesus,756.***.*** - 73,0.0,2016-04-14,"vale de rodrigues, 95
são luiz
10451211 nascimento das flores / pb",são luiz,PB
,475.***.*** - 37,0.0,,"esplanada maria júlia da cruz, 4
independência
30848-829 barros / rn",independência,RN
Isabel Casa Grande,678.***.*** - 12,-1.0,2007-12-18,"alameda novaes, 13
planalto
98314923 novaes da praia / pa",planalto,PA
Leonardo Moreira,481.***.*** - 67,0.0,2018-11-06,Desconhecido,cachoeirinha,SE
Pedro Miguel Pimenta,739.***.*** - 20,0.0,2005-02-02,"lagoa de cirino, 99
itatiaia
81293288 porto / rj",itatiaia,RJ
Bárbara Andrade,160.***.*** - 07,-1.0,2015-12-14,"lagoa de albuquerque, 66
vila puc
51588081 lopes grande / rj",vila puc,RJ
Isadora Lima,908.***.*** - 48,0.0,2007-05-10,"via cardoso, 266
pilar
11636933 novais / go",pilar,GO
Dra. Ágatha Caldeira,594.***.*** - 91,0.0,2005-07-08,"esplanada de cirino, 83
vila petropolis
33245834 azevedo da serra / rr",vila petropolis,RR
Ísis Da Paz,495.***.*** - 51,0.0,2019-05-08,"vale isadora rezende, 46
lorena
79381549 moura / pe",lorena,PE
Nicole Sampaio,528.***.*** - 95,-1.0,2017-12-20,"residencial machado, 5
pompéia
03956-875 jesus / ro",pompéia,RO
,256.***.*** - 42,0.0,2006-08-02,"avenida melina cavalcante, 2
goiania
59241847 silva / pi",goiania,PI
Sr. Raul Cassiano,587.***.*** - 09,0.0,2008-05-14,Endereço inválido,Desconhecido,Desconhecido
Sra. Luísa Da Conceição,728.***.*** - 08,0.0,2017-01-23,"sítio de alves, 27
fernão dias
80575414 lopes / rr",fernão dias,RR
Felipe Mendonça,201.***.*** - 32,0.0,2018-02-08,Desconhecido,alto barroca,RN
Ester Borges,416.***.*** - 30,0.0,2014-08-09,Desconhecido,jardim vitoria,PR
Diogo Moreira,584.***.*** - 83,0.0,2013-06-06,"estação henry gabriel andrade, 80
cinquentenário
28622609 ramos / rn",cinquentenário,RN
Gael Henrique Siqueira,615.***.*** - 42,0.0,2013-03-08,Desconhecido,bairro das indústrias ii,AC
Sr. Liam Mendonça,379.***.*** - 29,0.0,2008-08-07,"ladeira juan da rosa
vila puc
01778-219 das neves / pr",vila puc,PR
,562.***.*** - 92,0.0,2008-07-20,"parque campos
califórnia
51223162 novaes verde / ma",califórnia,MA
